Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
159,Taj Gibson,C,34,NYK,26,20,16.6,2.2,4.3,0.5,0.1,0.4,0.2,2.1,3.9,0.529,0.509,0.3,0.6,0.6,1.8,2.6,4.4,1.3,0.7,0.4,0.7,2.3,4.7
160,Harry Giles,PF,21,SAC,7,0,7.4,1.6,3.6,0.44,0,0,,1.6,3.6,0.44,0.44,0.3,0.3,1,0.4,0.6,1,0.7,0.3,0.4,0.7,1.9,3.4
161,Shai Gilgeous-Alexander,SG,21,OKC,26,26,35,6.5,14.9,0.433,1.3,3.8,0.347,5.2,11.2,0.462,0.477,3.8,4.8,0.786,0.6,4.4,5,3,1,0.4,2.3,1.9,18
162,Rudy Gobert,C,27,UTA,25,25,34.2,5.6,8.3,0.678,0,0,,5.6,8.3,0.678,0.678,3.3,5.3,0.617,3.5,10.4,13.9,1.6,0.8,1.7,2.2,3.1,14.6
163,Brandon Goodwin,PG,24,ATL,2,0,2.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,1,0.5,0
164,Aaron Gordon,PF,24,ORL,24,24,31.4,5,11.8,0.423,1.2,4,0.305,3.8,7.9,0.481,0.474,2.3,3.2,0.711,1.7,5.2,6.9,2.9,0.7,0.5,1.5,2.1,13.5
165,Eric Gordon,SG,31,HOU,9,2,29.4,3.8,12.2,0.309,2.3,8.2,0.284,1.4,4,0.361,0.405,1,1.6,0.643,0.3,1.6,1.9,0.8,0.6,0.2,1.3,2.3,10.9
166,Devonte' Graham,PG,24,CHO,30,20,34.2,6.2,15.5,0.397,3.7,9.1,0.409,2.4,6.4,0.38,0.517,3.4,4.2,0.802,1,2.8,3.8,7.4,0.8,0.3,3.1,1.8,19.4
167,Treveon Graham,SG,26,MIN,24,17,20.7,2,5.8,0.338,0.5,2.7,0.203,1.4,3.1,0.453,0.385,0.8,1,0.792,1,2.3,3.2,1,0.6,0.1,0.6,2.1,5.3
168,Jerami Grant,PF,25,DEN,25,2,22.9,3.6,7.8,0.462,1.3,3.4,0.384,2.3,4.4,0.523,0.546,1.3,2.2,0.611,0.5,2.9,3.4,1,0.5,0.6,0.8,1.9,9.8
169,Josh Gray,PG,26,NOP,2,0,11.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,0.5,0.5,1,1,0,0,2.5,0.5,1
170,Danny Green,SG,32,LAL,28,28,25.5,2.9,6.9,0.418,1.8,5,0.367,1.1,2,0.545,0.549,0.6,0.7,0.85,0.7,3.1,3.8,1.3,1.2,0.5,1,2.3,8.2
171,Draymond Green,PF,29,GSW,18,18,28.7,3.3,8,0.41,0.7,2.7,0.265,2.6,5.3,0.484,0.455,1.7,2.4,0.721,0.4,5.6,5.9,5.8,1.7,0.6,2.3,2.6,9
172,JaMychal Green,PF,29,LAC,22,0,21.3,2.5,6,0.414,1.5,4.1,0.378,1,2,0.488,0.541,0.8,1,0.857,1.3,5.3,6.6,0.5,0.6,0.3,0.9,2.5,7.4
173,Javonte Green,SF,26,BOS,18,0,6.7,1.2,1.9,0.6,0.2,0.6,0.3,1,1.4,0.72,0.643,0.1,0.3,0.4,0.2,0.8,0.9,0.2,0.2,0.2,0.2,0.7,2.6
174,Jeff Green,PF,33,UTA,27,2,18.7,2.5,6.5,0.381,1.2,3.7,0.333,1.3,2.9,0.442,0.474,1.7,2.2,0.783,0.4,2.3,2.7,0.6,0.4,0.4,1,1.7,7.9
175,Blake Griffin,PF,30,DET,14,14,28.4,5.1,14,0.367,1.6,6,0.274,3.5,8,0.438,0.426,4.5,5.8,0.778,0.9,3.6,4.6,3.3,0.4,0.3,2.4,1.4,16.4
176,Marko Guduric,SG,24,MEM,26,0,14.7,1.8,4.8,0.373,0.7,2.5,0.281,1.1,2.4,0.468,0.444,0.6,0.7,0.882,0.5,1.6,2,1.4,0.3,0.2,1.1,1,4.9
177,Rui Hachimura,PF,21,WAS,25,25,29.2,5.8,12.1,0.482,0.4,1.9,0.208,5.4,10.2,0.533,0.498,1.8,2.2,0.852,1.6,4.2,5.8,1.6,0.7,0.1,0.8,2.3,13.9
178,Devon Hall,SG,24,OKC,5,0,4,0.2,1,0.2,0,0.4,0,0.2,0.6,0.333,0.2,0.6,0.8,0.75,0,0.2,0.2,0.6,0,0,0.2,0.2,1
179,Tim Hardaway,SG,27,DAL,26,13,25.5,4.5,10.6,0.42,2.4,6.6,0.363,2.1,4,0.514,0.533,1.7,2.2,0.804,0.3,2.2,2.4,1.7,0.5,0.1,0.8,1.8,13
180,James Harden,SG,30,HOU,27,27,37.8,11.1,25.1,0.443,5,13.9,0.359,6.1,11.2,0.548,0.543,11.6,13.1,0.884,1.1,4.9,6,7.4,1.9,0.7,4.9,3.3,38.9
181,Maurice Harkless,SF,26,LAC,29,19,23.7,2.2,4.7,0.474,0.6,1.7,0.333,1.7,3.1,0.551,0.533,0.6,1.1,0.563,1,2.8,3.8,1.1,1.2,0.7,1,2.8,5.7
182,Jared Harper,PG,22,PHO,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
183,Montrezl Harrell,C,26,LAC,29,2,29.3,7.7,13.4,0.574,0,0.4,0,7.7,13.1,0.591,0.574,3.5,5.4,0.654,2.9,4.7,7.5,2,0.8,1.2,1.8,2.4,19
184,Gary Harris,SG,25,DEN,25,25,32.5,4.2,10,0.418,1.6,4.3,0.361,2.6,5.6,0.461,0.496,1.2,1.5,0.789,0.6,2.4,2.9,2.2,1.1,0.3,1,2.2,11.1
185,Joe Harris,SF,28,BRK,27,27,31.5,5.6,11.6,0.484,2.8,6.4,0.436,2.8,5.2,0.543,0.604,0.9,1.1,0.806,0.9,3,3.9,2.1,0.6,0.3,1.4,2.5,14.9
186,Tobias Harris,PF,27,PHI,28,28,34.3,7.8,16,0.49,1.4,4.3,0.317,6.5,11.7,0.554,0.532,2.7,3.4,0.8,0.7,6.2,6.9,3.3,0.9,0.9,2,2.5,19.7
187,Shaquille Harrison,SF,26,CHI,17,4,8.3,1.2,2.9,0.408,0.2,0.6,0.3,1,2.3,0.436,0.439,0.6,1.1,0.611,0.4,1.4,1.8,1.3,0.5,0.2,0.4,0.9,3.2
188,Josh Hart,SF,24,NOP,21,4,28.1,3.9,9.3,0.418,2.4,6.5,0.368,1.5,2.9,0.533,0.546,1.4,1.8,0.789,1,5.1,6,1.4,1.1,0.3,1.3,2.9,11.6
189,Isaiah Hartenstein,C,21,HOU,9,0,11.4,1.2,1.8,0.688,0,0.1,0,1.2,1.7,0.733,0.688,1,1.2,0.818,0.9,2,2.9,0.6,0.3,0.4,0.7,1.9,3.4
190,Udonis Haslem,PF,39,MIA,2,0,5.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,1.5,2,0.75,0,1.5,1.5,0,0,0,0,1.5,2.5
191,Jaxson Hayes,C,19,NOP,25,10,21.7,3.5,5.5,0.63,0,0.2,0.25,3.4,5.4,0.642,0.634,2.3,3.5,0.648,1.9,2.9,4.8,0.8,0.8,1.1,0.8,3.2,9.3
192,Gordon Hayward,SF,29,BOS,11,11,30.6,7.3,13.1,0.556,1.4,3.5,0.395,5.9,9.6,0.613,0.608,1.6,2.1,0.783,0.7,5.4,6.1,4.1,0.7,0.3,1.8,1.8,17.5
193,John Henson,PF,29,CLE,9,0,12.8,2.1,3.8,0.559,0.2,1.1,0.2,1.9,2.7,0.708,0.588,0.3,1.2,0.273,1,2.1,3.1,1.6,0.9,0.9,0.9,2,4.8
194,Dewan Hernandez,C,23,TOR,4,0,2.8,0.3,1.3,0.2,0,0.3,0,0.3,1,0.25,0.2,0.5,0.5,1,0.5,1.3,1.8,0,0.3,0,0.3,1.5,1
195,Juan Hernang¢mez,PF,24,DEN,16,0,13.9,1.5,3.9,0.381,0.8,2.4,0.308,0.8,1.5,0.5,0.476,0.4,0.8,0.538,0.6,1.9,2.5,0.7,0.1,0.2,0.6,0.9,4.2
196,Willy Hernang¢mez,C,25,CHO,9,0,7.1,1.1,2.7,0.417,0.2,0.7,0.333,0.9,2,0.444,0.458,0.4,0.9,0.5,1,1.4,2.4,0.3,0.1,0.3,0.6,0.4,2.9
197,Tyler Herro,SG,20,MIA,26,3,29.2,5,12,0.419,2,5.4,0.376,3,6.6,0.453,0.503,2,2.3,0.869,0.3,3.7,4,2,0.7,0.1,1.8,1.3,14.2
198,Mario Hezonja,PF,24,POR,24,4,16.8,1.5,4.1,0.357,0.4,1.3,0.323,1,2.8,0.373,0.408,1,1.2,0.828,0.7,3.7,4.4,0.9,0.5,0.1,0.8,2.1,4.3
199,Buddy Hield,SG,27,SAC,27,27,34.2,8,18.3,0.435,3.9,10.3,0.38,4,8,0.507,0.543,1.7,2,0.855,1,4,5,2.9,0.9,0.3,2.5,2.5,21.6
200,George Hill,PG,33,MIL,26,0,21.5,3.3,6.3,0.534,1.5,3,0.506,1.8,3.3,0.558,0.653,1.4,1.7,0.841,1.1,2,3.1,3.1,0.9,0.1,0.8,1.6,9.6
201,Solomon Hill,SF,28,MEM,25,1,19.8,2.3,5.5,0.42,1.3,3.2,0.4,1,2.3,0.448,0.536,0.4,0.7,0.611,0.6,2.6,3.2,2,1,0.1,0.9,1.6,6.4
202,Jaylen Hoard,SF,20,POR,5,0,3.6,0.6,1.2,0.5,0,0,,0.6,1.2,0.5,0.5,0.2,0.4,0.5,0.6,0.8,1.4,0.4,0.2,0,0,0.2,1.4
203,Aaron Holiday,PG,23,IND,26,9,21.6,3.7,8.7,0.427,1.5,3.7,0.402,2.2,4.9,0.445,0.513,1,1.2,0.833,0.4,2.2,2.6,2.6,0.8,0.1,1.3,1.6,9.8
204,Jrue Holiday,SG,29,NOP,26,26,36.1,7.9,17.8,0.446,1.8,5.4,0.336,6.1,12.4,0.494,0.497,1.8,2.7,0.676,1.3,3.7,5,6.8,1.7,0.8,3.3,2.5,19.5
205,Justin Holiday,SG,30,IND,28,2,25.1,2.8,6.8,0.407,1.5,4.1,0.377,1.2,2.7,0.453,0.521,0.7,0.9,0.8,0.5,3.5,3.9,1.5,1.1,0.6,0.6,1.7,7.8
206,Rondae Hollis-Jefferson,SF,25,TOR,18,0,19.5,3.2,6.2,0.518,0.1,0.4,0.143,3.2,5.8,0.543,0.522,1.7,2.3,0.732,2.4,2.9,5.3,1.4,0.7,0.3,1.2,1.8,8.2
207,Richaun Holmes,C,26,SAC,27,23,28.6,5,7.6,0.655,0,0,,5,7.6,0.655,0.655,1.9,2.4,0.8,2.7,5.5,8.1,1,1.1,1.4,1.1,4.1,11.9
208,Rodney Hood,SF,27,POR,21,21,29.5,4.1,8.2,0.506,1.7,3.4,0.493,2.5,4.8,0.515,0.608,1,1.3,0.778,0.5,3,3.4,1.5,0.8,0.2,0.9,2.2,11
209,Al Horford,C,33,PHI,24,24,30.6,5.6,11.8,0.472,1.4,4.1,0.343,4.2,7.7,0.541,0.532,1,1.5,0.676,1.8,5.2,6.9,3.9,1.1,1.1,1.2,2.4,13.6
210,Talen Horton-Tucker,SG,19,LAL,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0
211,Danuel House,SF,26,HOU,21,19,29.9,3.6,8.2,0.434,2.1,5.3,0.393,1.5,2.9,0.508,0.561,1.5,1.9,0.8,1.2,3,4.2,1.3,1.1,0.6,1,2.1,10.8
212,Dwight Howard,C,34,LAL,28,0,20.2,2.9,3.8,0.748,0,0.1,0.333,2.8,3.7,0.76,0.752,1.3,2.6,0.486,2.1,4.9,7,0.7,0.4,1.4,1.2,3.6,7
213,Kevin Huerter,SG,21,ATL,17,9,23.5,2.9,7.5,0.391,1.6,4.5,0.351,1.4,3,0.451,0.496,1,1.3,0.773,0.5,2.7,3.2,3.4,0.9,0.5,1.5,1.9,8.5
214,De'Andre Hunter,SF,22,ATL,27,26,31.9,4.6,11.5,0.4,1.7,5,0.341,2.9,6.5,0.446,0.474,2,2.6,0.771,0.5,3.6,4.1,2,0.7,0.3,1.6,2.7,12.9
215,Chandler Hutchison,SF,23,CHI,9,6,17.1,2.2,4.9,0.455,0.6,1.3,0.417,1.7,3.6,0.469,0.511,2.1,3.2,0.655,0.1,3.6,3.7,0.9,0.6,0.2,1.3,1.3,7.1
216,Serge Ibaka,C,30,TOR,16,0,21.9,4.7,10.4,0.449,0.8,2.3,0.324,3.9,8.1,0.485,0.485,2.2,2.6,0.833,1.9,5.2,7.1,1.3,0.5,1,2,2.4,12.3
217,Ersan ?lyasova,PF,32,MIL,25,1,16.4,2.9,5.8,0.503,0.8,2.5,0.333,2.1,3.3,0.634,0.576,1.3,1.6,0.825,1.3,3.6,4.9,0.8,0.4,0.3,0.4,1.7,8
218,Joe Ingles,SF,32,UTA,27,7,28.7,2.9,7.2,0.405,1.6,4.5,0.355,1.3,2.7,0.486,0.515,1.1,1.4,0.789,0.3,4,4.4,4.1,1,0.1,1.8,2.3,8.6
219,Brandon Ingram,PF,22,NOP,24,24,33.7,8.9,18.3,0.486,2.3,5.6,0.4,6.7,12.7,0.525,0.548,4.8,5.8,0.835,0.9,6.2,7.1,3.6,0.7,0.8,2.8,3.2,24.9
220,Kyrie Irving,PG,27,BRK,11,11,33.8,10.2,22.9,0.444,2.8,8.3,0.341,7.4,14.6,0.503,0.506,5.4,5.7,0.937,0.9,4.5,5.4,7.2,1.1,0.5,2.4,2.9,28.5
221,Jonathan Isaac,SF,22,ORL,25,25,31,4.8,10.6,0.458,1.1,3.3,0.341,3.7,7.3,0.511,0.511,1.8,2.3,0.807,1.6,5.6,7.2,1.4,1.2,2.7,1.5,2.4,12.6
222,Wesley Iwundu,SF,25,ORL,13,3,14,1.1,3.4,0.318,0.1,0.9,0.083,1,2.5,0.406,0.33,1.2,1.4,0.833,0.4,1.7,2.1,0.8,0.5,0.2,0.5,0.8,3.4
223,Frank Jackson,PG,21,NOP,23,1,14.3,2.3,6.2,0.373,0.9,2.9,0.303,1.4,3.3,0.434,0.444,1.1,1.4,0.813,0.2,1.1,1.3,1,0.4,0,1,1.5,6.6
224,Jaren Jackson,C,20,MEM,26,26,27.5,6.3,13.4,0.47,2.5,6.2,0.404,3.8,7.2,0.527,0.563,2.3,3,0.772,1,3.8,4.8,1.5,0.6,1.2,2,4.2,17.5
225,Justin Jackson,PF,24,DAL,25,0,14.4,2.3,5.2,0.446,1,2.6,0.375,1.4,2.6,0.515,0.538,0.5,0.7,0.706,0.4,2,2.4,0.5,0.2,0.1,0.2,1.2,6.1
226,Reggie Jackson,PG,29,DET,2,2,18,2,5.5,0.364,0.5,2.5,0.2,1.5,3,0.5,0.409,0.5,0.5,1,0.5,2,2.5,4,0,0,0.5,1,5
227,Justin James,SG,23,SAC,12,0,11.9,1.5,3.7,0.409,0.3,1.2,0.214,1.3,2.5,0.5,0.443,0.1,0.5,0.167,0.2,1.5,1.7,0.8,0.3,0.5,0.4,1,3.3
228,LeBron James,PG,35,LAL,28,28,34.7,10,20.1,0.498,2.2,6.2,0.353,7.9,14,0.563,0.552,3.7,5.5,0.673,1,6.3,7.4,10.6,1.3,0.6,4,1.8,25.9
229,Amile Jefferson,PF,26,ORL,6,0,2.8,0.5,0.7,0.75,0,0,,0.5,0.7,0.75,0.75,0,0.3,0,0.5,0.3,0.8,0.3,0,0,0.2,0.5,1
230,DaQuan Jeffries,SG,22,SAC,2,0,5.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0.5,0,0.5,0.5,0,0,0,0.5,1
231,Ty Jerome,PG,22,PHO,7,0,13.7,1.4,4.9,0.294,0.6,1.9,0.308,0.9,3,0.286,0.353,0.4,0.4,1,0,1.6,1.6,2.3,1.6,0,1,1.4,3.9
232,Alize Johnson,SF,23,IND,9,0,4.3,0.6,1.2,0.455,0,0,,0.6,1.2,0.455,0.455,0.3,0.4,0.75,0.7,0.7,1.3,0.2,0,0,0.1,0.7,1.4
233,B.J. Johnson,SF,24,ORL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
234,Cameron Johnson,PF,23,PHO,24,0,21.1,3.3,7.3,0.443,2,5,0.412,1.2,2.4,0.509,0.582,0.8,1,0.833,1,2.2,3.2,1,0.6,0.3,0.7,1.7,9.4
235,James Johnson,PF,32,MIA,6,0,11.3,1.3,3,0.444,0.3,1.5,0.222,1,1.5,0.667,0.5,0.3,0.7,0.5,0.3,1.5,1.8,0.7,0.5,0.3,0.7,0.8,3.3
236,Keldon Johnson,SF,20,SAS,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0
237,Stanley Johnson,PF,23,TOR,5,0,3.8,0.6,1.8,0.333,0.2,0.8,0.25,0.4,1,0.4,0.389,0,0,,0.4,1,1.4,0,0.2,0,0.8,1.2,1.4
238,Tyler Johnson,SG,27,PHO,20,3,19,2.2,5.8,0.379,0.9,2.9,0.31,1.3,2.9,0.448,0.457,1,1.3,0.769,0.3,1.6,1.8,2.1,0.4,0.4,1,1.5,6.3
239,Nikola Joki?,C,24,DEN,25,25,31.4,6.9,14.4,0.481,1.1,4.1,0.262,5.8,10.3,0.568,0.518,2.1,2.7,0.779,2.1,8,10.2,6.5,1,0.6,2.5,3,17
240,Damian Jones,C,24,ATL,27,19,18.3,3,4.2,0.711,0.1,0.2,0.4,2.9,4,0.725,0.719,1.4,2,0.698,1.6,2.4,3.9,0.7,0.4,0.9,0.6,3.4,7.4
241,Derrick Jones,SF,22,MIA,13,0,19.5,2.5,4.9,0.516,0.5,1.6,0.286,2.1,3.3,0.628,0.563,1.5,2.1,0.704,0.5,2.3,2.8,1.1,1.3,0.5,0.7,2.5,7
242,Tyus Jones,PG,23,MEM,27,6,20.2,2.5,6.2,0.401,0.4,1.5,0.244,2.1,4.7,0.452,0.431,0.7,1,0.731,0,1.5,1.5,4.9,0.9,0.1,1.2,0.9,6
243,DeAndre Jordan,C,31,BRK,24,3,21.3,3.4,5.1,0.664,0,0,,3.4,5.1,0.664,0.664,1.5,2.2,0.679,2.6,6.9,9.5,2.1,0.4,1,1,2.1,8.3
244,Cory Joseph,PG,28,SAC,27,18,26.4,2.3,6.4,0.366,0.6,2,0.283,1.8,4.4,0.403,0.41,0.7,0.7,1,0.5,2.1,2.6,3.9,0.8,0.5,1.3,2,5.9
245,Mfiondu Kabengele,C,22,LAC,9,0,4.2,0.9,2.1,0.421,0.6,1.2,0.455,0.3,0.9,0.375,0.553,0.3,0.3,1,0.1,0.7,0.8,0.1,0.1,0.1,0.1,0.4,2.7
246,Frank Kaminsky,C,26,PHO,27,13,24.1,4.3,9.5,0.447,1.3,3.9,0.346,2.9,5.7,0.516,0.518,1.9,2.9,0.649,1,4.4,5.4,2.5,0.5,0.4,1,2.2,11.7
247,Enes Kanter,C,27,BOS,17,3,16.3,3.2,5.4,0.604,0,0.1,0,3.2,5.2,0.618,0.604,1.4,2.2,0.649,2.5,3.5,6,1.1,0.6,0.6,0.7,1.5,7.9
248,Luke Kennard,SG,23,DET,26,23,33,5.5,12.4,0.443,2.6,6.5,0.394,2.9,5.9,0.497,0.546,2.5,2.8,0.904,0.3,3.2,3.5,4.2,0.5,0.2,1.5,2.3,16.1
249,Stanton Kidd,SF,27,UTA,4,0,3.8,0,0.8,0,0,0.3,0,0,0.5,0,0,0,0,,0,0.8,0.8,0.3,0,0,0.5,0.8,0
250,Michael Kidd-Gilchrist,PF,26,CHO,8,0,16,1.8,5.6,0.311,0.5,1.9,0.267,1.3,3.8,0.333,0.356,0.9,1.1,0.778,1,2.6,3.6,0.9,0,0.3,0.8,1.9,4.9
251,Maxi Kleber,C,28,DAL,25,5,24.4,2.9,6.4,0.45,1.4,3.8,0.383,1.4,2.6,0.545,0.563,1.2,1.3,0.906,1.6,3.8,5.4,1,0.2,0.7,0.7,2.1,8.4
252,Brandon Knight,PG,28,CLE,9,0,11.3,1.7,4.8,0.349,1.2,3.7,0.333,0.4,1.1,0.4,0.477,0.3,0.9,0.375,0.1,0.8,0.9,1.8,0.4,0,0.8,1,4.9
253,Kevin Knox,SF,20,NYK,27,3,19.9,2.6,6.9,0.38,1.2,3.7,0.327,1.4,3.2,0.442,0.468,1.2,1.8,0.653,0.4,2.4,2.9,1.3,0.6,0.4,0.7,1.6,7.7
254,John Konchar,SG,23,MEM,1,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
255,Furkan Korkmaz,SG,22,PHI,27,11,21.5,2.9,6.9,0.427,1.5,4.3,0.357,1.4,2.6,0.543,0.538,0.6,0.8,0.81,0.1,2.1,2.3,0.9,0.4,0.2,0.7,1.5,8
256,Luke Kornet,C,24,CHI,14,0,10.1,1.1,3.4,0.313,0.4,1.9,0.185,0.7,1.5,0.476,0.365,0.4,0.4,1,0.4,1.1,1.6,0.4,0.1,0.7,0.2,0.9,2.9
257,Kyle Korver,SF,38,MIL,23,0,15.8,2,5,0.395,1.6,4.2,0.385,0.3,0.8,0.444,0.557,0.4,0.5,0.818,0.3,1.4,1.7,0.9,0.4,0.2,0.8,1.2,5.9
258,Rodions Kurucs,PF,21,BRK,12,0,10.2,0.8,2.3,0.357,0.3,0.8,0.444,0.5,1.6,0.316,0.429,0.3,0.7,0.375,0.6,2.1,2.7,0.3,0.5,0.1,1.3,1.7,2.3
259,Kyle Kuzma,PF,24,LAL,20,1,23.1,4.1,9.4,0.433,1.6,4.5,0.36,2.5,4.9,0.5,0.519,1.4,2,0.692,0.4,3,3.4,0.9,0.3,0.4,1.8,1.7,11.1
260,Skal LabissiŠre,C,23,POR,27,0,16.9,2.3,4.2,0.553,0.1,0.3,0.222,2.3,3.9,0.581,0.561,0.6,0.8,0.682,2,3,5,1.2,0.3,0.9,0.9,2.6,5.3
261,Jeremy Lamb,SG,27,IND,19,19,30.3,5.4,11.7,0.457,1.1,3.7,0.296,4.3,8,0.533,0.504,2.2,2.6,0.82,0.6,4.2,4.7,2.4,1.2,0.6,1.5,2.2,14
262,Romeo Langford,SG,20,BOS,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
263,Zach LaVine,SG,24,CHI,29,29,32.8,8,18.1,0.439,3.1,7.6,0.405,4.9,10.6,0.464,0.524,4.2,5.1,0.819,0.8,3.7,4.4,3.8,1.3,0.4,3.3,2.4,23.2
264,Jake Layman,PF,25,MIN,14,2,26.4,4.4,9.4,0.462,1.4,3.9,0.352,3,5.6,0.538,0.534,0.4,0.7,0.6,0.9,2.1,2.9,0.8,0.9,0.7,1.3,2.2,10.5
265,T.J. Leaf,PF,22,IND,17,1,9.6,1.5,3.4,0.448,0.3,0.6,0.455,1.2,2.8,0.447,0.491,0.3,0.5,0.625,1.2,2.2,3.4,0.4,0.4,0.2,0.4,0.9,3.6
266,Courtney Lee,SG,34,DAL,8,3,8.6,1.6,2.8,0.591,0.9,1.5,0.583,0.8,1.3,0.6,0.75,0,0,,0,0.4,0.4,0.4,0,0.3,0.3,0.6,4.1
267,Damion Lee,SG,27,GSW,14,1,22.6,3.6,8.9,0.411,1.1,3.4,0.313,2.6,5.4,0.474,0.472,2.4,2.9,0.825,0.8,2.9,3.7,1.8,0.6,0,1.1,1.5,10.7
268,Alex Len,C,26,ATL,27,9,17.9,3.3,6.1,0.539,0.3,1.3,0.257,3,4.8,0.615,0.567,1.3,1.9,0.686,1.6,3.4,5,1.1,0.5,0.7,1,2.1,8.2
269,Kawhi Leonard,SF,28,LAC,21,21,31.3,8.9,19.6,0.451,1.7,4.8,0.356,7.1,14.8,0.482,0.495,6.1,7,0.871,1,6.8,7.8,5,1.8,0.7,3.5,2,25.5
270,Meyers Leonard,PF,27,MIA,27,27,17.9,2.3,4,0.579,0.9,1.9,0.49,1.4,2.1,0.661,0.696,0.2,0.3,0.556,0.3,3.7,4.1,1,0.3,0.4,0.7,2.1,5.7
271,Caris LeVert,SG,25,BRK,9,9,31.6,6.6,15.6,0.421,1.4,4,0.361,5.1,11.6,0.442,0.468,2.2,3.4,0.645,1.1,3.9,5,4,0.7,0.1,3.4,2.2,16.8
272,Damian Lillard,PG,29,POR,25,25,36.6,8.2,18.5,0.443,3.3,9,0.363,4.9,9.5,0.519,0.531,6.6,7.3,0.907,0.5,3.8,4.3,7.4,1,0.4,2.9,2,26.3
273,Nassir Little,PF,19,POR,18,3,15,1.7,4.2,0.408,0.3,1.7,0.167,1.4,2.6,0.565,0.441,0.8,1.2,0.682,1.1,2.3,3.4,0.7,0.4,0.4,0.5,1.9,4.6
274,Kevon Looney,C,23,GSW,8,3,11.4,1.1,3.5,0.321,0.1,0.3,0.5,1,3.3,0.308,0.339,0.4,0.6,0.6,1.5,1.5,3,0.4,0.4,0.3,0.8,1.8,2.8
275,Brook Lopez,C,31,MIL,26,26,26,3.2,8.5,0.382,1.4,4.8,0.29,1.8,3.7,0.5,0.464,1.8,2,0.902,0.6,4.4,5,1.5,0.6,2.2,1,2.3,9.6
276,Robin Lopez,C,31,MIL,28,2,14.1,2.1,4.3,0.492,0.5,1.7,0.298,1.6,2.6,0.616,0.55,0.5,0.8,0.636,1,1.8,2.8,0.6,0.2,0.6,1.2,1.6,5.2
277,Kevin Love,PF,31,CLE,23,23,30.3,5.1,11.7,0.437,2,5.7,0.359,3.1,6,0.511,0.524,3.6,4.2,0.854,1,9.6,10.6,2.7,0.6,0.3,2.7,1.3,15.9
278,Kyle Lowry,PG,33,TOR,15,15,37.3,5.5,13.5,0.409,2.8,8.1,0.344,2.7,5.4,0.506,0.512,5.1,5.9,0.875,0.5,4.1,4.7,7.1,1.2,0.3,2.9,2.9,19
279,Timoth‚ Luwawu-Cabarrot,SG,24,BRK,5,0,12.4,1.6,3.8,0.421,0.2,1.4,0.143,1.4,2.4,0.583,0.447,1,1.2,0.833,0,1.6,1.6,0.2,0.2,0,0.8,0.6,4.4
280,Trey Lyles,PF,24,SAS,26,16,16.8,1.7,3.9,0.436,0.8,2.2,0.357,0.9,1.7,0.533,0.535,0.2,0.4,0.545,1.2,4.7,5.9,1.2,0.3,0.3,0.8,1.2,4.4
281,Daryl Macon,SG,24,MIA,4,0,3.5,0.3,0.8,0.333,0.3,0.5,0.5,0,0.3,0,0.5,0,0,,0,0,0,0.3,0,0,0.5,0.3,0.8
282,Josh Magette,PG,30,ORL,3,0,3.3,0.7,2,0.333,0,0,,0.7,2,0.333,0.333,0.3,0.7,0.5,0.3,0.7,1,0.7,0.7,0,1,0,1.7
283,Ian Mahinmi,C,33,WAS,5,2,18.6,2.6,4.4,0.591,0,0.4,0,2.6,4,0.65,0.591,2.4,3.4,0.706,1.8,3,4.8,0.8,0.2,1.4,1.6,3,7.6
284,Thon Maker,C,22,DET,25,2,11,1,2,0.531,0.3,0.6,0.5,0.8,1.4,0.543,0.602,0.8,1.5,0.541,0.6,1.3,1.9,0.5,0.3,0.6,0.6,1.5,3.2
285,Terance Mann,SG,23,LAC,22,5,9.2,1,1.9,0.5,0.1,0.4,0.222,0.9,1.5,0.576,0.524,0.4,0.5,0.8,0.1,1,1.1,1.3,0.3,0.1,0.5,1.2,2.4
286,Boban Marjanovi?,C,31,DAL,11,1,11.9,2.8,5.1,0.554,0,0.1,0,2.8,5,0.564,0.554,1.2,1.5,0.813,1.4,3.6,5,0.6,0.2,0.3,0.8,1.6,6.8
287,Lauri Markkanen,PF,22,CHI,29,29,30.3,4.6,11.7,0.395,1.9,6,0.324,2.7,5.7,0.47,0.478,3.1,3.8,0.817,1.1,5.7,6.8,1.7,0.9,0.6,1.9,2.1,14.2
